FIPS Code,State,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults with less than a high school diploma, 2015-19","Bachelor's degree or higher, 2015-19","Some college or associate's degree, 2015-19","High school diploma only, 2015-19","Less than a high school diploma, 2015-19"
6101,CA,23.333759307861328,23.333759307861328,21.83278465270996,11424.0,22916.0,14613.0,13673.0
6103,CA,30.129987716674805,30.129987716674805,15.461801528930664,6868.0,16990.0,13212.0,6780.0
6105,CA,34.8126335144043,34.8126335144043,7.636843681335449,1922.0,3745.0,3428.0,752.0
6107,CA,25.544036865234375,25.544036865234375,29.159648895263672,39697.0,83215.0,69314.0,79125.0
6109,CA,28.304763793945312,28.304763793945312,9.270288467407227,8471.0,17313.0,11691.0,3829.0
6111,CA,19.154041290283203,19.154041290283203,14.953362464904785,192675.0,183009.0,109206.0,85256.0
6113,CA,18.09446144104004,18.09446144104004,13.464643478393555,52851.0,34470.0,23086.0,17179.0
6115,CA,23.594196319580078,23.594196319580078,17.70865821838379,8193.0,20001.0,11333.0,8506.0
8000,CO,21.368059158325195,21.368059158325195,8.253678321838379,1565134.0,1127242.0,817452.0,315751.0
8001,CO,28.612974166870117,28.612974166870117,16.218717575073242,78690.0,100196.0,92779.0,52590.0
8003,CO,28.50608253479004,28.50608253479004,13.14065933227539,2409.0,3204.0,2742.0,1264.0
8005,CO,20.83985137939453,20.83985137939453,7.3852386474609375,187205.0,127088.0,91255.0,32339.0
8007,CO,21.02199935913086,21.02199935913086,7.664989471435547,3767.0,3462.0,2131.0,777.0
8009,CO,27.99079704284668,27.99079704284668,13.765336990356445,558.0,961.0,730.0,359.0
8011,CO,48.74283218383789,48.74283218383789,15.240406036376953,517.0,1116.0,2210.0,691.0
8013,CO,11.7111234664917,11.7111234664917,4.980376720428467,132071.0,45172.0,24916.0,10596.0
8014,CO,14.455652236938477,14.455652236938477,3.062223434448242,26198.0,12562.0,6793.0,1439.0
8015,CO,27.011531829833984,27.011531829833984,6.467822074890137,5244.0,5082.0,4193.0,1004.0
8017,CO,36.77130126953125,36.77130126953125,8.370702743530273,257.0,477.0,492.0,112.0
8019,CO,21.868221282958984,21.868221282958984,1.3828632831573486,3546.0,2115.0,1613.0,102.0
8021,CO,33.93870544433594,33.93870544433594,12.031782150268555,1109.0,1747.0,1794.0,636.0
8023,CO,24.489795684814453,24.489795684814453,19.047618865966797,539.0,1038.0,684.0,532.0
8025,CO,42.5701789855957,42.5701789855957,13.906773567199707,351.0,1339.0,1653.0,540.0
8027,CO,20.750263214111328,20.750263214111328,6.400839328765869,1240.0,1537.0,791.0,244.0
8029,CO,38.325931549072266,38.325931549072266,9.289911270141602,4835.0,6843.0,8544.0,2071.0
8031,CO,16.845088958740234,16.845088958740234,11.978738784790039,251499.0,110587.0,85694.0,60938.0
8033,CO,36.19456481933594,36.19456481933594,6.151645183563232,337.0,469.0,506.0,86.0
8035,CO,12.041165351867676,12.041165351867676,1.874332308769226,128705.0,62264.0,26712.0,4158.0
8037,CO,15.20322036743164,15.20322036743164,11.743928909301758,18161.0,9968.0,5854.0,4522.0
8039,CO,24.12965202331543,24.12965202331543,3.2740368843078613,6564.0,6740.0,4422.0,600.0
8041,CO,20.424007415771484,20.424007415771484,5.751412868499756,174144.0,159628.0,92340.0,26003.0
8043,CO,39.33734130859375,39.33734130859375,9.929078102111816,6820.0,11922.0,14532.0,3668.0
